11.04514297,10.90501309
10.95718502,10.96170813
10.86925189,11.07398167
10.78121951,10.9639412
10.693336,11.18737175
10.60534083,11.16069903
10.51744492,11.35634033
10.42941253,11.24629985
10.34154143,11.49751965
10.25358348,11.55421469
10.16566275,11.69427749
10.07775443,11.86212953
9.989796485,11.91882457
9.901937786,12.19783363
9.814004652,12.31010717
9.726083923,12.45016997
9.638001917,12.22897248
9.550118407,12.45240303
9.462135648,12.45351956
9.37421492,12.59358236
9.286269379,12.67806665
9.198212185,12.51244767
9.110241833,12.54135345
9.022205316,12.42204989
8.934425188,12.87705754
8.846417618,12.82259557
8.75858373,13.15718313
8.670650596,13.26945668
8.582791897,13.54846573
8.49489598,13.74410703
8.407024875,13.99532684
8.319228205,14.41328216
8.231344695,14.63671271
8.14347359,14.88793251
8.055590079,15.11136307
7.967781003,15.50152913
7.87999674,15.9472737
7.792100823,16.142915
7.704279342,16.50529182
7.616470266,16.89545789
7.528661191,17.28562395
7.440951363,17.89810404
7.35310507,18.20490235
7.265382836,18.78959318
7.177598572,19.23533775
7.089925962,19.9311856
7.002100345,20.28429933
6.914481494,21.10056727
6.826796477,21.76862586
6.739210709,22.65899847
6.651451257,23.16032155
6.578448642,23.86987793
6.476068818,24.46864948
6.388507861,25.41460059
6.300698786,25.80476666
6.212964146,26.36166824
6.125328753,27.14088384
6.037457648,27.39210365
5.949797444,28.11574074
5.862050398,28.64485307
5.774117264,28.75712661
5.686444653,29.45297446
5.598623172,29.81535127
5.510838908,30.26109584
5.423166298,30.95694369
5.335282787,31.18037424
5.247647395,31.95958984
5.159925161,32.54428068
5.072264956,33.26791777
4.984666781,34.13050113
4.896994171,34.82634898
4.809371184,35.63335383
4.721748198,36.44035868
4.63403837,37.05283877
4.546427789,37.88763288
4.458618714,38.27779894
4.370710391,38.44565099
4.282926127,38.89139556
4.165690218,39.05961979
4.077794302,39.25526109
3.989575831,38.72838182
3.901092701,37.60866517
3.827554564,37.11865216
3.753416809,35.28549194
3.665074279,34.48072015
3.576409195,32.9534278
3.488141101,32.31539152
3.399748948,31.39946272
3.311518071,30.84479421
3.22342366,30.59580747
3.135639396,31.04155204
3.047917162,31.62624287
2.93107204,32.66982855
2.843752998,34.15767009
2.77086824,35.13122437
2.668841984,36.52198961
2.581318245,37.55130849
2.493409922,37.71916053
2.376583409,38.80443009
2.28872471,39.08343915
2.201163752,40.02939026
2.113478736,40.69744885
2.026141086,42.14360651
1.938282387,42.42261557
1.850547747,42.97951715
1.762478147,42.78610892
1.674321706,42.39817592
1.586128047,41.92687516
1.497872359,41.31662813
1.409629076,40.73417037
1.321472635,40.34623736
1.233415442,40.18061838
1.145556742,40.45962744
1.057511955,40.32179771
0.96957882,40.43407125
0.881670497,40.6019233
0.793774581,40.7975646
0.70610197,41.49341244
0.618421089,42.17073412
0.530744344,42.85731888
0.443431505,44.35905504
0.356007013,45.61068794
0.268483274,46.64000681
0.194947205,46.15462533
0.13540501,44.16843814
0.074981994,40.20921402
0.042956122,34.16542379
-0.019290563,26.12117955
-0.052098009,18.32666642
-0.113972516,11.11609976
-0.145309861,6.614613038
-0.205435134,3.322330976
-0.27957289,1.489170758
-0.367903014,0.712188222
-0.455972613,0.518779987
-0.544004995,0.408739509
-0.631987753,0.409856042
